GeoFips,GeoName,2017,2018,2019,2020,2021,2022
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",1714074302,1766287427,1803714884,1740098412,1823942483,1870252821
35660,"Niles, MI (Metropolitan Statistical Area)",7684118,7498236,7329099,7508467,7479801,7380206
35840,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",34411905,36196323,37667744,37803250,40234292,41803908
35980,"Norwich-New London, CT (Metropolitan Statistical Area)",18942592,19248308,19209683,17957743,18262159,18792350
36100,"Ocala, FL (Metropolitan Statistical Area)",9763722,10173070,10291593,10698622,11457254,11682542
36140,"Ocean City, NJ (Metropolitan Statistical Area)",5398534,5417247,5335222,5221427,5557387,5466023
36220,"Odessa, TX (Metropolitan Statistical Area)",10478298,12490648,13040470,10954580,10605581,11363572
36260,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",27303694,28783152,30087730,30861702,32136336,32288405
36420,"Oklahoma City, OK (Metropolitan Statistical Area)",74418907,77046911,78352643,75889236,76593029,76111376
36500,"Olympia-Lacey-Tumwater, WA (Metropolitan Statistical Area)",12907242,13734622,14060838,13747480,14725118,15179737
36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",64329518,65706869,66511603,65479048,68300165,72581565
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",136223280,141200311,146135192,140067077,156475297,165757392
36780,"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",10256853,10515988,10856396,10683815,10899145,10843847
36980,"Owensboro, KY (Metropolitan Statistical Area)",5844583,5743200,5739439,5602414,5613842,5619140
37100,"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",50165884,50754467,51639533,51144528,52906964,52689371
37340,"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",24133063,25244764,26348425,26587950,29191295,30082101
37460,"Panama City, FL (Metropolitan Statistical Area)",8391383,8572539,8658254,8771093,9501883,9794242
37620,"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",3610428,3680020,3537875,3514673,3672676,3644616
37860,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",20210863,20439612,20848405,20884004,22330360,22765668
37900,"Peoria, IL (Metropolitan Statistical Area)",21777992,22340533,21513254,20060453,20928148,22041676
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",425373943,432303107,436749140,419662826,437550234,444998545
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",246068032,257410455,269599619,272794254,296340472,308214853
38220,"Pine Bluff, AR (Metropolitan Statistical Area)",3510237,3436911,3395529,3208750,3390739,3311025
38300,"Pittsburgh, PA (Metropolitan Statistical Area)",150697726,154324237,155924635,147494188,152964506,153329563
38340,"Pittsfield, MA (Metropolitan Statistical Area)",7025430,7117760,6998340,6766260,6896795,6927750
38540,"Pocatello, ID (Metropolitan Statistical Area)",3168627,3222781,3293509,3351225,3373520,3550277
38860,"Portland-South Portland, ME (Metropolitan Statistical Area)",31325495,32448041,33034941,33896554,36340168,37516986
38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",155831974,162729750,166879269,165137716,174790074,177817816
38940,"Port St. Lucie, FL (Metropolitan Statistical Area)",16744001,17315295,17465492,18443057,19125641,20002318
39100,"Poughkeepsie-Newburgh-Middletown, NY (Metropolitan Statistical Area)",32061816,32619657,34272601,33252799,34787649,35904363
39150,"Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)",7229041,7345912,7388378,7450732,8087008,8092110
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",84627951,84716700,86512507,83975024,88228619,89463726
39340,"Provo-Orem, UT (Metropolitan Statistical Area)",25475443,27586380,30110498,31474478,34029795,35293781
39380,"Pueblo, CO (Metropolitan Statistical Area)",5971695,6176243,6417332,6179360,6616075,6510540
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",5181236,5363641,5658676,5983852,6234758,6475991
39540,"Racine, WI (Metropolitan Statistical Area)",8168961,8307502,8287192,8326223,8430514,8389160
39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)",84942031,89495451,92341921,92736334,100642564,104168430
39660,"Rapid City, SD (Metropolitan Statistical Area)",6285618,6389384,6514959,6676205,6908225,7039321
39740,"Reading, PA (Metropolitan Statistical Area)",20118171,20374240,20313332,19600626,20082366,20098819
39820,"Redding, CA (Metropolitan Statistical Area)",8147396,7889537,8349619,8133732,8172559,8126075
39900,"Reno, NV (Metropolitan Statistical Area)",29361104,28776037,29840002,30088205,32927151,33592812
40060,"Richmond, VA (Metropolitan Statistical Area) *",84500969,86528275,88497657,86961163,91241142,93614928
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",171203284,177211054,184662178,182563278,193689715,195808085
40220,"Roanoke, VA (Metropolitan Statistical Area) *",15918924,16183704,16072741,15737137,16634246,16911197
40340,"Rochester, MN (Metropolitan Statistical Area)",13102093,13555688,13848335,13672605,14128823,14230336
40380,"Rochester, NY (Metropolitan Statistical Area)",61031225,61352704,63572840,60832206,63207319,64229725
40420,"Rockford, IL (Metropolitan Statistical Area)",15826773,16253918,16161341,14490425,14904989,15370676
40580,"Rocky Mount, NC (Metropolitan Statistical Area)",7016832,6669395,6360941,6457270,6724348,6743284
40660,"Rome, GA (Metropolitan Statistical Area)",4173443,4148705,4087017,3919567,4138165,4188604
40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",131157393,136933816,141690024,138496151,146940779,149614056
40980,"Saginaw, MI (Metropolitan Statistical Area)",8198898,8459769,8429628,8247600,8783209,8854522
41060,"St. Cloud, MN (Metropolitan Statistical Area)",10581206,10676022,10581367,10400127,10531622,10660374
41100,"St. George, UT (Metropolitan Statistical Area)",6234717,6619509,6886456,7219195,7853248,7944998
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",6080876,5960083,5978068,5852448,5853623,5693298
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",164415211,166573763,169262441,165804478,175042138,178656591
41420,"Salem, OR (Metropolitan Statistical Area)",17085587,18039924,18591630,18550497,19730167,20221243
41500,"Salinas, CA (Metropolitan Statistical Area)",25923476,26770519,27426311,26964076,27192351,26728936
41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",21115455,21627958,22495198,21578029,23200229,23829827
41620,"Salt Lake City, UT (Metropolitan Statistical Area)",91954184,97160079,102823183,102522704,111487331,113077475
41660,"San Angelo, TX (Metropolitan Statistical Area)",6333829,6668905,7301861,7316870,7351026,7372583
41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",118925670,124531674,128536316,127093787,134072963,140363477
41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",224767520,230518588,236250458,232701672,250063598,257341197
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",526582864,560553451,590717591,591150074,655887146,654730737
41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",282663484,304610321,320852934,341921437,388071094,385011200
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",16779957,17200943,17239485,16943323,17484003,17761567
42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",13941610,14363961,15339913,15222100,16385408,16408162
42140,"Santa Fe, NM (Metropolitan Statistical Area)",6940839,7088694,7137712,6698952,7327711,7477089
42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",27474155,28505410,28901426,29367094,31365482,31147307
42220,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",28853518,30213474,30422053,29521868,31391109,31368529
42340,"Savannah, GA (Metropolitan Statistical Area)",21178366,21468332,22165027,21701199,23648248,24499860
42540,"Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)",26658860,26778970,27148409,25901903,26796780,26657427
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",368193333,395709089,417984875,419746126,451641468,462254671
42680,"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",6355422,6668941,6828186,6937570,7895295,7901043
42700,"Sebring-Avon Park, FL (Metropolitan Statistical Area)",2482118,2420183,2564490,2453455,2513431,2666455
43100,"Sheboygan, WI (Metropolitan Statistical Area)",7028622,7126252,6985730,6835019,6975399,6777935
43300,"Sherman-Denison, TX (Metropolitan Statistical Area)",4703414,4970642,4989540,4874197,5225085,5325544
43340,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",20077806,20687072,21298035,20070559,20807215,20576057
43420,"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",4585054,4589727,4693345,4987234,4878561,4855020
43580,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",8106261,8464099,8536663,8465810,9092353,9094876
43620,"Sioux Falls, SD (Metropolitan Statistical Area)",22154738,21889463,22770866,21966538,23095755,22603731
43780,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",14674694,15340527,15712138,14793552,15520962,16094754
43900,"Spartanburg, SC (Metropolitan Statistical Area)",14976954,15365922,16118773,15726873,16500704,16727329
44060,"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",25479986,26764528,27522137,27715833,29994778,30011183
44100,"Springfield, IL (Metropolitan Statistical Area)",11297434,11623760,11676554,10904258,11545110,11742489
44140,"Springfield, MA (Metropolitan Statistical Area)",32559931,32901263,33540389,32648107,33684892,33750458
44180,"Springfield, MO (Metropolitan Statistical Area)",19677536,20071555,20718234,20331696,21815653,22232799
44220,"Springfield, OH (Metropolitan Statistical Area)",4661428,4620583,4702941,4466629,4650364,4670033
44300,"State College, PA (Metropolitan Statistical Area)",8878239,8807131,8867458,8528261,8799416,8927762
44420,"Staunton, VA (Metropolitan Statistical Area) *",5064115,5135189,5150015,4919741,5140168,5295475
44700,"Stockton, CA (Metropolitan Statistical Area)",29141656,30299585,31216949,30957345,33356039,32624193
44940,"Sumter, SC (Metropolitan Statistical Area)",4688263,4838506,4931943,4774230,4934570,4837486
45060,"Syracuse, NY (Metropolitan Statistical Area)",39834482,39856281,41019276,39843117,40906463,41061053
45220,"Tallahassee, FL (Metropolitan Statistical Area)",17109018,17171301,17533225,17233905,18305647,19154194
45300,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",152661007,158044077,163322298,165493071,179026658,187733776
45460,"Terre Haute, IN (Metropolitan Statistical Area)",7517874,7493200,7463320,7346568,7868630,8045938
45500,"Texarkana, TX-AR (Metropolitan Statistical Area)",5453731,5422156,5426987,5402870,5497979,5501149
45540,"The Villages, FL (Metropolitan Statistical Area)",3208200,3392818,3769715,3829805,4464154,4810632
45780,"Toledo, OH (Metropolitan Statistical Area)",35347722,35981768,37279062,34834732,37442281,36662885
45820,"Topeka, KS (Metropolitan Statistical Area)",11518399,11852731,11634466,11812597,12179736,12287611
45940,"Trenton-Princeton, NJ (Metropolitan Statistical Area)",32454071,33563841,37149619,37990291,40960366,42923608
46060,"Tucson, AZ (Metropolitan Statistical Area)",42330595,43891349,45085532,44978084,47065575,47959709
46140,"Tulsa, OK (Metropolitan Statistical Area)",51636504,53149908,53148398,50271270,52192047,51030537
46220,"Tuscaloosa, AL (Metropolitan Statistical Area)",11192692,11222678,11853491,11246406,11281341,11090441
46300,"Twin Falls, ID (Metropolitan Statistical Area)",4697778,4880650,4987157,5130187,5329506,5444612
46340,"Tyler, TX (Metropolitan Statistical Area)",10500988,11028005,11421754,11144056,11615626,12000949
46520,"Urban Honolulu, HI (Metropolitan Statistical Area)",65758319,66029819,65648269,59885935,62531675,63071690
46540,"Utica-Rome, NY (Metropolitan Statistical Area)",12412079,12588500,12948051,12608471,12744604,12813773
46660,"Valdosta, GA (Metropolitan Statistical Area)",5414001,5518372,5707862,5726436,5926316,5843948
46700,"Vallejo, CA (Metropolitan Statistical Area)",22725056,25846912,29784508,30144992,30523673,28736277
47020,"Victoria, TX (Metropolitan Statistical Area)",4562994,4866382,4746446,4567831,4773799,4867121
47220,"Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",6267992,6439811,6441352,6183632,6426886,6475732
47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area) *",94944863,93851780,94854065,94096148,98382273,100255099
47300,"Visalia, CA (Metropolitan Statistical Area)",17426838,17686115,18501702,18133092,18291332,18098172
47380,"Waco, TX (Metropolitan Statistical Area)",12732714,13262378,13079824,12626527,13317838,13738578
47460,"Walla Walla, WA (Metropolitan Statistical Area)",3407116,3451733,3469095,3238194,3305840,3417318
47580,"Warner Robins, GA (Metropolitan Statistical Area)",7641333,7759664,8023683,7989580,8285062,8405383
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area) *",528925008,542396309,551770316,543129300,569554283,580495879
47940,"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",9420056,9586012,9506375,9493121,10151405,9914136
48060,"Watertown-Fort Drum, NY (Metropolitan Statistical Area)",6422238,6376427,6361905,6162157,6333785,6340740
48140,"Wausau-Weston, WI (Metropolitan Statistical Area)",9711554,9907300,10361766,9820191,10111880,10046367
48260,"Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",5267564,5307538,5437583,5502833,5378564,5096340
48300,"Wenatchee, WA (Metropolitan Statistical Area)",6353998,6436263,6483516,6407321,6669335,6804146
48540,"Wheeling, WV-OH (Metropolitan Statistical Area)",9583402,9651377,9628498,9262538,8864464,8487725
48620,"Wichita, KS (Metropolitan Statistical Area)",35871059,35828911,36501383,35122043,36019714,37145061
48660,"Wichita Falls, TX (Metropolitan Statistical Area)",5924040,6051825,6267961,6150157,6170319,6301864
48700,"Williamsport, PA (Metropolitan Statistical Area)",5836494,5801131,5766772,5610828,5663667,5556207
48900,"Wilmington, NC (Metropolitan Statistical Area)",14061718,14486767,15181317,15191491,16553478,17014942
49020,"Winchester, VA-WV (Metropolitan Statistical Area) *",6864875,7003310,7192529,7275035,7665904,7677814
49180,"Winston-Salem, NC (Metropolitan Statistical Area)",34907504,34182092,34801535,32387591,34268692,35090570
49340,"Worcester, MA-CT (Metropolitan Statistical Area)",47239000,48099536,48942928,47842426,50143755,51132869
49420,"Yakima, WA (Metropolitan Statistical Area)",9986455,10545549,10696037,10523373,10676322,10476526
49620,"York-Hanover, PA (Metropolitan Statistical Area)",21304241,21335230,21554288,20545120,21095422,21185253
49660,"Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",20570339,20514155,20930410,19772228,20398971,20599165
49700,"Yuba City, CA (Metropolitan Statistical Area)",6342091,6679728,6781174,6740300,7014656,7016297
49740,"Yuma, AZ (Metropolitan Statistical Area)",7543432,7522243,7747758,7516153,7658882,8137550
