series_id,2017-Annual,2018-Annual,2019-Annual,2020-Annual,2021-Annual,2022-Annual
ENU1322750010,44497,45613.0,45864,48967,51991,54193
ENU1322950010,34538,34821.0,35113,37035,39572,41059
ENU1323150010,34082,34735.0,37049,38421,41778,43884
ENU1323350010,37460,38323.0,38872,40147,42909,45495
ENU1323550010,37114,40554.0,38230,38717,42115,43130
ENU1323750010,32762,33871.0,34352,37362,40934,44702
ENU1323950010,30566,33040.0,33867,34013,36480,38213
ENU1324150010,30642,30866.0,31648,34503,36195,38637
ENU1324350010,30749,33251.0,34325,36609,39136,41028
ENU1324550010,45047,45595.0,47501,50847,52775,55032
ENU1324750010,46184,46475.0,47800,51679,57167,59196
ENU1324950010,34279,36238.0,37171,38472,40912,41682
ENU1325150010,33843,33921.0,34488,34762,37528,39828
ENU1325350010,33995,35661.0,36198,40338,38401,37932
ENU1325550010,35254,37120.0,38514,40118,42284,46308
ENU1325750010,38082,38728.0,39930,40533,43018,47116
ENU1325950010,41389,42876.0,47328,49101,48594,51616
ENU1326150010,36945,37796.0,39139,41690,43725,45455
ENU1326350010,34697,34004.0,34787,38229,39923,44311
ENU1326550010,27062,28864.0,34818,35708,34375,36262
ENU1326750010,34736,35516.0,37393,38915,40439,42796
ENU1326950010,36134,36874.0,38889,41743,44666,47334
ENU1327150010,28712,31586.0,33522,34280,36419,39059
ENU1327350010,32436,32908.0,34197,37931,39499,41511
ENU1327550010,41074,42227.0,43865,46301,48902,51527
ENU1327750010,37354,38466.0,39256,42206,43937,46005
ENU1327950010,33732,34465.0,35373,37092,38851,40208
ENU1328150010,30941,33246.0,33757,35924,37236,38597
ENU1328350010,29900,31363.0,32298,35047,36191,40151
ENU1328550010,41966,44003.0,44835,46511,48040,52725
ENU1328750010,29952,31838.0,34301,37195,39459,42293
ENU1328950010,28236,36672.0,34777,38810,41624,42110
ENU1329150010,35926,37393.0,38735,40491,42490,44187
ENU1329350010,35630,36577.0,37638,38553,41230,43382
ENU1329550010,34321,34818.0,35505,38146,39890,42048
ENU1329750010,41617,43041.0,44265,47264,49680,52442
ENU1329950010,34317,34480.0,35295,37492,39403,42581
ENU1330150010,38983,42149.0,44774,44634,46806,49001
ENU1330350010,36213,37947.0,38747,41454,42516,46811
ENU1330550010,40288,40630.0,42359,44778,46154,47225
ENU1330750010,39505,42657.0,45192,40970,48456,50324
ENU1330950010,32404,33671.0,35427,37703,38307,41424
ENU1331150010,31429,31777.0,32488,34241,35856,38485
ENU1331350010,44078,43663.0,44667,46475,49190,51642
ENU1331550010,29598,30245.0,31545,35557,37517,38306
ENU1331750010,32802,34394.0,36133,38071,41282,44524
ENU1331950010,41807,41159.0,40340,42880,46439,47570
ENU1332150010,33664,34592.0,35810,36985,38215,40015
ENU1500150010,42649,44172.0,44891,48690,51497,52909
ENU1500350010,51864,53111.0,55232,60749,62291,63880
ENU1500750010,44093,45929.0,46525,51310,52272,54206
ENU1500950010,44631,45942.0,47075,50868,53409,56604
ENU1600150010,48536,50463.0,51969,56192,59685,63343
ENU1600350010,36821,37169.0,38654,42021,47471,51141
ENU1600550010,35808,36908.0,37816,40488,41891,44128
ENU1600750010,28305,29136.0,29333,31034,33184,37008
ENU1600950010,39146,40457.0,41545,43803,46983,50032
ENU1601150010,35228,35566.0,36723,38675,41180,43498
ENU1601350010,41500,42807.0,43723,48443,53014,57001
ENU1601550010,27819,28402.0,28049,31135,32752,36255
ENU1601750010,35002,36373.0,37233,40520,43372,46255
ENU1601950010,37161,38608.0,39756,42383,44007,46373
ENU1602150010,36195,37175.0,38756,40282,42306,46231
ENU1602350010,90583,92355.0,94977,98634,101108,105922
ENU1602550010,50800,52616.0,49231,53508,52523,59589
ENU1602750010,35860,36833.0,37898,40812,43166,47092
ENU1602950010,54029,54455.0,54867,56606,58638,63998
ENU1603150010,35473,36762.0,37900,39635,41295,44771
ENU1603350010,42814,42936.0,41215,44953,47860,54069
ENU1603550010,36105,37351.0,38537,40673,43328,45470
ENU1603750010,31390,31787.0,32407,34334,35603,38781
ENU1603950010,33404,34380.0,35014,37460,39525,42791
ENU1604150010,29059,30080.0,31239,33692,36759,40670
ENU1604350010,33563,34704.0,36326,37161,38142,40072
ENU1604550010,31557,33297.0,34853,36927,38583,40880
ENU1604750010,34956,36549.0,37187,39157,40975,44082
ENU1604950010,35714,36270.0,37345,39381,40318,43062
ENU1605150010,31661,32931.0,33477,35008,37852,41374
ENU1605350010,36378,38118.0,39723,41667,43620,47397
ENU1605550010,38073,39469.0,40909,44377,48398,51171
ENU1605750010,35318,37286.0,38063,40911,43423,45242
ENU1605950010,33180,34549.0,36294,38842,41398,45810
ENU1606150010,31481,31954.0,32871,34871,36442,38351
ENU1606350010,34706,36207.0,37345,39292,41404,46280
ENU1606550010,30130,30834.0,32167,34311,35463,37979
ENU1606750010,37215,37938.0,38908,41362,42605,45053
ENU1606950010,40801,41630.0,42735,46001,47520,50153
ENU1607150010,25808,27350.0,29415,31825,30715,33087
ENU1607350010,32999,35079.0,35285,37194,39388,42429
ENU1607550010,34842,36047.0,38671,39677,42232,45298
ENU1607750010,40213,42014.0,43183,45527,46707,49779
ENU1607950010,38186,38202.0,37110,41490,46604,50745
ENU1608150010,34440,36095.0,37351,40458,43248,46999
ENU1608350010,34658,35710.0,36641,39108,41086,44483
ENU1608550010,35235,36116.0,37831,40682,42951,46481
ENU1608750010,32010,33510.0,33513,34734,37121,40963
ENU1700150010,40517,42078.0,43814,46597,49671,51203
ENU1700350010,35763,37658.0,36980,40366,40534,41393
ENU1700550010,39997,41342.0,41816,42629,44305,47189
ENU1700750010,47159,49196.0,49309,47951,46817,52589
ENU1700950010,45534,45909.0,51069,50687,54000,58925
ENU1701150010,38987,40719.0,41519,44564,47641,49213
ENU1701350010,25904,26038.0,28047,30118,31417,32371
ENU1701550010,34440,35192.0,39491,42775,44318,47876
ENU1701750010,35197,35907.0,38309,43589,45277,48198
ENU1701950010,46673,47978.0,49349,53572,56252,57873
ENU1702150010,36708,37321.0,39709,43599,44620,46164
ENU1702350010,36051,37253.0,38567,39132,40308,42288
ENU1702550010,36009,38084.0,37768,38468,41891,45288
ENU1702750010,36447,37206.0,38979,41496,42965,45085
ENU1702950010,37933,38351.0,39930,42031,45739,48194
ENU1703150010,64771,67308.0,69171,75172,79858,82070
ENU1703350010,48171,49991.0,52515,53250,53955,56552
ENU1703550010,32284,33213.0,33851,36363,41912,45184
ENU1703750010,41804,43660.0,45627,49707,51177,52546
ENU1703950010,50812,51025.0,54339,57863,61299,65536
ENU1704150010,37898,39076.0,40781,43757,45697,59198
ENU1704350010,62662,64153.0,65691,70443,73541,76086
ENU1704550010,40166,42064.0,44639,45661,50403,51479
ENU1704750010,38252,40189.0,39253,40324,39682,44126
ENU1704950010,38596,39609.0,40582,43883,46852,48047
ENU1705150010,33167,33389.0,35736,37257,38713,41476
ENU1705350010,39968,41921.0,43355,47124,49170,52107
ENU1705550010,33550,37230.0,38242,38271,40155,41181
ENU1705750010,33511,34326.0,36651,38522,39485,41579
ENU1705950010,47104,45358.0,47760,44868,44715,46673
ENU1706150010,30553,31326.0,32899,36215,37945,41150
ENU1706350010,55409,55170.0,58546,59982,64066,67740
ENU1706550010,43283,42640.0,43857,41477,43408,48996
ENU1706750010,33871,35030.0,35218,38127,39404,43586
ENU1706950010,30520,30732.0,29272,34118,34832,40470
ENU1707150010,28178,28567.0,29250,31709,32307,34993
ENU1707350010,37231,38474.0,39104,43510,44868,45649
ENU1707550010,32501,34464.0,35032,37623,40290,44501
ENU1707750010,42311,46121.0,45038,48373,50540,54212
ENU1707950010,38091,38172.0,38419,43715,43305,45571
ENU1708150010,41814,42074.0,44016,46358,49280,51989
ENU1708350010,32935,33664.0,35369,38706,41208,42620
ENU1708550010,34288,35207.0,35752,39953,43656,44342
ENU1708750010,43702,45037.0,45562,45652,45631,49489
ENU1708950010,48589,49353.0,50416,54441,57171,58962
ENU1709150010,41054,42528.0,44531,47133,49725,51700
ENU1709350010,39004,42132.0,42036,44721,46086,48339
ENU1709550010,34191,35553.0,36253,38083,41199,43232
ENU1709750010,72456,75427.0,76062,81810,86570,89159
ENU1709950010,44141,45430.0,46486,49560,51567,53861
ENU1710150010,40137,40572.0,42731,44906,45668,47551
ENU1710350010,44020,45129.0,47849,49025,51488,53647
ENU1710550010,43577,44791.0,46837,48733,50542,52519
ENU1710750010,40599,41711.0,44162,47070,48984,52972
ENU1710950010,38638,39716.0,39849,42490,43654,45619
ENU1711150010,44579,45217.0,45280,48637,50730,52593
ENU1711350010,51203,52687.0,52522,60346,61386,63855
ENU1711550010,49666,51690.0,52518,55454,60049,64960
ENU1711750010,34770,35978.0,37270,40454,42218,43918
ENU1711950010,42290,43697.0,45142,46962,50853,53590
ENU1712150010,37149,38581.0,38641,40968,42595,44245
ENU1712350010,36052,36616.0,38432,41350,43019,43365
ENU1712550010,33471,34734.0,37788,37287,37479,39682
ENU1712750010,42834,43931.0,43877,45786,47889,52446
ENU1712950010,31427,31714.0,32487,36238,38198,40138
ENU1713150010,32417,33238.0,33574,36771,39593,40239
ENU1713350010,35236,35165.0,36660,39993,42046,42993
ENU1713550010,37363,38356.0,40171,40122,41792,43789
ENU1713750010,40210,40692.0,41957,45738,46537,47818
ENU1713950010,38794,39572.0,40469,43184,45172,46680
ENU1714150010,45387,45369.0,46977,51553,52367,54510
ENU1714350010,54364,60367.0,61423,64678,64556,69927
ENU1714550010,37515,37991.0,39672,41817,42423,45912
ENU1714750010,33812,35161.0,35481,39462,40825,43643
ENU1714950010,35246,34357.0,34852,37472,38357,43154
ENU1715150010,29921,31348.0,28713,30099,30746,37500
ENU1715350010,50763,46193.0,48122,38534,38539,40131
ENU1715550010,44064,45679.0,49572,50359,57993,62518
ENU1715750010,39803,40618.0,43701,46672,47807,50933
ENU1715950010,35349,36388.0,38265,40278,43015,44988
ENU1716150010,56148,56220.0,58201,65661,65928,67348
ENU1716350010,42572,43158.0,44618,48871,52337,53535
ENU1716550010,36593,35165.0,38009,37106,39530,40367
ENU1716750010,53215,54319.0,56516,59137,61030,62852
ENU1716950010,38347,39271.0,39697,41320,38525,44127
ENU1717150010,35037,36535.0,36695,38700,41227,41671
ENU1717350010,31769,36345.0,37113,38901,39844,42771
ENU1717550010,37216,37513.0,40049,43677,45519,50577
ENU1717750010,42885,42689.0,42891,46449,48720,51709
ENU1717950010,49532,46236.0,44993,46835,48349,51547
ENU1718150010,33843,34681.0,36269,38119,37778,39767
ENU1718350010,41742,42671.0,43949,46700,48582,51838
ENU1718550010,35523,38737.0,38713,42332,42492,44364
ENU1718750010,35016,36407.0,37276,41394,41470,46633
ENU1718950010,47137,47223.0,48491,50048,49077,54176
ENU1719150010,32584,32102.0,32929,35520,37150,39069
ENU1719350010,35053,36401.0,37929,37312,40570,46599
ENU1719550010,37425,39314.0,40193,43225,46389,48454
ENU1719750010,46910,47604.0,48947,52006,55679,56987
ENU1719950010,38895,39259.0,40330,43416,46105,48302
ENU1720150010,46253,47913.0,48973,50895,53587,56245
ENU1720350010,40107,40483.0,40560,45089,46954,50808
ENU1800150010,37178,38050.0,39558,41983,43983,46843
ENU1800350010,44559,46225.0,47450,50665,53528,55623
ENU1800550010,51807,55926.0,57237,58339,61595,65483
ENU1800750010,37298,39784.0,40123,41534,42672,45882
ENU1800950010,35521,36842.0,36428,39158,41815,44779
ENU1801150010,41114,43679.0,44376,47877,50355,52479
ENU1801350010,25820,27030.0,27944,31115,31946,34328
ENU1801550010,36433,37196.0,38462,42819,43216,45454
ENU1801750010,37031,36985.0,37976,41390,43650,46043
ENU1801950010,39789,41160.0,42715,45686,47893,50734
ENU1802150010,34713,34515.0,35409,36400,38720,41717
ENU1802350010,39305,40851.0,41376,44640,46197,50018
ENU1802550010,30755,32028.0,33620,36562,37444,39859
ENU1802750010,35550,36489.0,37685,41349,42503,44942
ENU1802950010,36638,38296.0,38948,42960,44071,46426
ENU1803150010,44842,46513.0,45277,48432,48296,51312
ENU1803350010,46248,48481.0,48443,50948,55510,60479
ENU1803550010,38809,39699.0,41876,44823,46685,49151
ENU1803750010,41648,42388.0,43829,44967,46724,49721
ENU1803950010,49257,49002.0,48218,52592,61223,62856
ENU1804150010,35217,36083.0,38124,42005,43086,43058
ENU1804350010,40771,41751.0,43028,46081,48689,51620
ENU1804550010,34432,34953.0,36223,37811,40468,43107
ENU1804750010,33568,33966.0,33784,36984,37377,38849
ENU1804950010,37020,37588.0,39081,41452,43218,44602
ENU1805150010,51262,52155.0,52665,52711,56537,59305
ENU1805350010,38009,39783.0,40704,42057,44415,46662
ENU1805550010,33973,35113.0,35236,37649,39417,41630
ENU1805750010,52727,53948.0,55215,59602,62907,66253
ENU1805950010,44309,43914.0,45805,48281,50691,53548
ENU1806150010,35726,36523.0,37571,40585,43386,46097
ENU1806350010,37542,38922.0,40377,43317,46621,49684
ENU1806550010,34816,36562.0,37244,39602,42225,44999
ENU1806750010,47382,48481.0,50796,49050,50736,55053
ENU1806950010,37500,39006.0,39268,40994,42887,45556
ENU1807150010,43459,45679.0,47805,48954,49448,51900
ENU1807350010,40118,41312.0,41220,43087,43652,46684
ENU1807550010,36068,37225.0,38408,40260,41744,44488
ENU1807750010,38919,40146.0,41028,43228,45006,47778
ENU1807950010,37982,38178.0,39664,42055,42360,45939
ENU1808150010,37666,39676.0,40254,43437,45114,47128
ENU1808350010,38733,39479.0,40812,43149,44440,47631
ENU1808550010,48038,49058.0,50559,52855,54201,56229
ENU1808750010,43740,44396.0,43325,46541,53539,55586
ENU1808950010,46310,48010.0,48779,50865,54775,57339
ENU1809150010,39186,40684.0,41386,44189,47193,48643
ENU1809350010,37355,39068.0,40646,43437,44445,47098
ENU1809550010,37756,39342.0,40175,43088,44243,46358
ENU1809750010,55827,57551.0,59153,63756,66403,70348
ENU1809950010,37688,39182.0,39727,42198,44971,47648
ENU1810150010,69344,70592.0,71715,73268,72064,80343
ENU1810350010,37005,37616.0,38176,41279,43204,44405
ENU1810550010,43867,44618.0,45835,50052,52814,54935
ENU1810750010,42698,44393.0,45545,47225,49904,53893
ENU1810950010,38126,37712.0,38744,41673,43827,46599
ENU1811150010,37417,38423.0,39122,41009,42259,45280
ENU1811350010,38751,39880.0,40533,42488,44441,47469
ENU1811550010,29951,27987.0,29663,34001,35948,38346
ENU1811750010,33538,34520.0,34257,36492,38905,41988
ENU1811950010,41742,40122.0,42252,44653,49367,52275
ENU1812150010,31654,30878.0,32165,34829,36247,37161
ENU1812350010,40535,41006.0,41551,41921,45746,48952
ENU1812550010,52452,48621.0,49243,54325,51423,55204
ENU1812750010,44139,45490.0,46189,47666,51825,55011
ENU1812950010,54964,57285.0,58784,61091,61092,62979
ENU1813150010,40661,41187.0,42488,45425,45103,49731
ENU1813350010,36307,37269.0,38091,41533,43269,46221
ENU1813550010,34959,36411.0,37799,41365,43924,47024
ENU1813750010,43297,44510.0,44210,49439,53407,54479
ENU1813950010,37768,39250.0,40538,41708,43109,45487
ENU1814150010,43696,45022.0,46176,49773,53583,56505
ENU1814350010,34949,36016.0,37255,39908,43240,44208
ENU1814550010,42139,43630.0,45066,46558,48302,51667
ENU1814750010,38084,39480.0,41555,43963,44479,46952
ENU1814950010,29215,30916.0,32646,35033,36671,39563
ENU1815150010,35522,37021.0,37354,40197,43286,44984
ENU1815350010,39067,40792.0,45525,45839,46613,48325
ENU1815550010,32514,35399.0,32833,34230,36676,38664
ENU1815750010,46608,49917.0,49593,51964,52269,54998
ENU1815950010,41369,52167.0,46346,48124,47604,52010
ENU1816150010,32110,32242.0,32135,34161,34576,36482
ENU1816350010,44413,44678.0,47174,49414,51306,53354
ENU1816550010,46477,46489.0,50789,50381,53735,56068
ENU1816750010,39686,40661.0,41992,44953,46755,49189
ENU1816950010,35670,37706.0,38026,41011,43703,47063
ENU1817150010,39872,41588.0,43170,45365,48022,49662
ENU1817350010,44651,47000.0,47961,50546,51392,54085
ENU1817550010,33262,34173.0,35242,37194,39545,41330
ENU1817750010,38100,39032.0,39915,42234,44228,46443
ENU1817950010,36593,38765.0,39832,41465,44396,46913
ENU1818150010,36649,37863.0,39412,42243,44543,47398
ENU1818350010,41431,42646.0,44112,46133,50966,55290
ENU1900150010,35718,36707.0,38435,41584,44234,46814
ENU1900350010,38066,,38918,40976,44120,47624
ENU1900550010,34684,35760.0,36611,39039,40234,42623
ENU1900750010,35480,35650.0,37043,39812,41978,43790
ENU1900950010,36779,37713.0,38368,41030,43969,46015
ENU1901150010,38221,39558.0,39783,43217,43695,45949
ENU1901350010,45995,47631.0,48517,51910,54130,56964
ENU1901550010,39720,40873.0,41748,45840,46860,49579
ENU1901750010,40792,41903.0,42341,44520,45690,49632
ENU1901950010,37227,38642.0,39411,41797,43472,46364
ENU1902150010,40218,41623.0,42920,46052,47994,49706
ENU1902350010,35862,36555.0,37474,40988,43655,50507
ENU1902550010,35517,35834.0,37680,41021,42619,46680
ENU1902750010,38264,39374.0,40119,42577,43810,46821
ENU1902950010,37192,38976.0,38574,40725,42566,45386
ENU1903150010,36905,38556.0,39021,41597,44120,46040
ENU1903350010,41190,41911.0,43084,46082,48305,51341
ENU1903550010,38704,39343.0,40990,44076,44442,46880
ENU1903750010,40702,42124.0,43037,45810,48031,52264
ENU1903950010,38460,39057.0,40498,42979,44488,46864
ENU1904150010,40045,42609.0,42354,45049,47418,50037
ENU1904350010,39104,39934.0,40665,43511,43573,47462
ENU1904550010,39552,40636.0,42658,45280,46703,49299
ENU1904750010,41391,42873.0,43546,47256,47361,49312
ENU1904950010,52694,54730.0,57964,63022,64721,71182
ENU1905150010,36690,36956.0,38341,42806,44386,47983
ENU1905350010,32523,32807.0,33690,34785,36385,39886
ENU1905550010,41558,42702.0,43440,46198,46681,50074
ENU1905750010,41540,41624.0,42546,44948,46070,49347
ENU1905950010,36355,37221.0,38477,40955,42606,44059
ENU1906150010,44191,45570.0,47294,50358,52710,55415
ENU1906350010,37587,38515.0,38815,41263,42109,44630
ENU1906550010,35541,36466.0,36886,39386,40631,43896
ENU1906750010,40956,42121.0,43542,47324,49011,52332
ENU1906950010,40864,42105.0,42643,45799,48295,49762
ENU1907150010,34270,35465.0,38890,46417,46173,45289
ENU1907350010,39555,40634.0,42427,43982,45139,48934
ENU1907550010,43445,45348.0,45931,49997,50264,54212
ENU1907750010,39447,40731.0,41387,44183,44677,50155
ENU1907950010,39296,40954.0,41963,44194,45972,48475
ENU1908150010,42806,44185.0,45832,45560,50366,53482
ENU1908350010,39336,39939.0,41073,44023,45735,49751
ENU1908550010,37260,38251.0,38776,42409,43228,47634
ENU1908750010,40691,41968.0,42325,44998,48500,50010
ENU1908950010,35880,37677.0,37565,40163,43413,46297
ENU1909150010,40030,41627.0,42136,46020,46527,49939
ENU1909350010,44118,44893.0,45770,49534,49541,52630
ENU1909550010,38990,38719.0,40328,42693,45216,48293
ENU1909750010,33429,34665.0,35599,39545,40707,42401
ENU1909950010,37692,38987.0,40397,42770,44055,45456
ENU1910150010,39239,40141.0,41207,44630,48317,50667
ENU1910350010,49796,51376.0,52356,56822,58735,60795
ENU1910550010,37313,38831.0,39571,42674,44319,46640
ENU1910750010,35460,37143.0,38540,40641,42598,45570
ENU1910950010,42340,43607.0,42628,46328,46652,49569
ENU1911150010,43689,43577.0,45378,48123,49262,51965
ENU1911350010,52991,55219.0,54485,58638,60071,63494
ENU1911550010,39248,39939.0,41320,46610,45640,51186
ENU1911750010,40686,41622.0,42114,46697,45657,46670
ENU1911950010,37288,38547.0,39245,41300,42960,45416
ENU1912150010,36654,37821.0,38009,41414,42474,44533
ENU1912350010,40249,41704.0,43648,45300,47475,50820
ENU1912550010,47345,49256.0,50669,52849,54359,58104
ENU1912750010,43530,44805.0,45942,49203,50573,53039
ENU1912950010,42899,43605.0,44389,47311,47977,52721
ENU1913150010,39863,41963.0,47785,47522,47754,51656
ENU1913350010,34661,35186.0,36245,38044,39430,41627
ENU1913550010,46496,49087.0,50639,53585,57812,60908
ENU1913750010,39275,40017.0,41071,43876,45054,47065
ENU1913950010,49443,49567.0,50188,53055,54654,59161
ENU1914150010,36235,37379.0,38724,40967,42261,45091
ENU1914350010,38851,39449.0,40514,42278,44769,46211
ENU1914550010,38780,39412.0,40462,43296,44744,46852
ENU1914750010,36077,36754.0,37872,40456,41450,43773
ENU1914950010,45451,47104.0,50321,52169,53663,56973
ENU1915150010,43155,46491.0,48111,46604,46092,51324
ENU1915350010,55747,57186.0,58310,63484,65844,68525
ENU1915550010,40497,42316.0,43989,46933,48777,52147
ENU1915750010,42351,42500.0,46768,50558,51310,55079
ENU1915950010,35106,36138.0,36965,39758,39887,42098
ENU1916150010,36484,37974.0,37784,42111,43778,47130
ENU1916350010,44072,45758.0,47088,50363,52611,55632
ENU1916550010,38697,39904.0,40637,42919,45294,49136
ENU1916750010,40375,42147.0,43315,45593,47651,50444
ENU1916950010,48519,50169.0,51938,55714,58579,60185
ENU1917150010,36840,38379.0,40069,45166,46813,50460
ENU1917350010,35971,37056.0,38483,41074,43270,47743
ENU1917550010,37765,38133.0,39840,42641,43561,45053
ENU1917750010,33136,36066.0,38538,39026,41547,43320
ENU1917950010,39677,40501.0,41985,46292,48169,50774
ENU1918150010,38061,39565.0,40206,43447,45650,48152
ENU1918350010,34876,36319.0,36937,39366,41234,43927
ENU1918550010,37128,38506.0,39621,42643,44329,46504
ENU1918750010,43888,45069.0,46759,49296,50582,54191
ENU1918950010,35141,36334.0,37216,41548,42884,45310
ENU1919150010,39351,40118.0,41076,44401,45764,48138
ENU1919350010,40483,41615.0,43111,46606,47733,50177
ENU1919550010,35002,36417.0,37639,39456,41255,44085
ENU1919750010,41347,43541.0,44440,47505,49543,52478
ENU2000150010,34042,34537.0,36207,37752,40251,41828
ENU2000350010,33783,33115.0,34063,37845,44691,40339
ENU2000550010,40111,41092.0,42853,42631,44922,46128
ENU2000750010,33264,34007.0,35172,38362,40369,42707
ENU2000950010,36490,37294.0,38992,40275,41782,45085
ENU2001150010,33068,34361.0,35227,36471,37692,40288
ENU2001350010,38558,39705.0,40837,42687,44135,47292
ENU2001550010,36823,38477.0,39968,41840,43112,46566
ENU2001750010,33719,34548.0,35501,35717,38725,41318
ENU2001950010,28505,29628.0,29402,30491,31641,33873
ENU2002150010,37870,39922.0,40665,46081,48301,51226
ENU2002350010,30465,32590.0,35478,34030,35948,38267
ENU2002550010,38315,38266.0,37960,42618,44626,46611
ENU2002750010,30172,31205.0,31549,34602,35857,37280
ENU2002950010,28281,29623.0,31296,33984,34840,37544
ENU2003150010,58088,65286.0,61732,68744,64561,65604
ENU2003350010,27103,28143.0,29576,31968,32532,34361
ENU2003550010,38145,38443.0,39836,42109,43365,45246
ENU2003750010,33794,35175.0,35989,38979,40299,42487
ENU2003950010,26577,27742.0,29203,31397,33587,34544
ENU2004150010,32335,33158.0,35356,37887,40182,41773
ENU2004350010,34295,35268.0,37332,40118,41560,43665
ENU2004550010,38106,39148.0,40906,44644,46519,48337
ENU2004750010,35511,35884.0,36718,39399,39768,41490
ENU2004950010,23205,25004.0,24581,27100,29376,31737
ENU2005150010,36514,37693.0,38423,40678,41934,45022
ENU2005350010,34439,36104.0,37579,40291,41657,44009
ENU2005550010,39344,40317.0,41283,44666,47619,49881
ENU2005750010,39011,40918.0,43201,49351,52402,54647
ENU2005950010,37326,37859.0,39586,42468,43998,45394
ENU2006150010,39132,40043.0,41802,44302,45471,47264
ENU2006350010,31559,33292.0,34401,37953,37794,41218
ENU2006550010,35092,34731.0,35760,37287,40159,43783
ENU2006750010,42832,45683.0,45304,43172,45314,47676
ENU2006950010,36162,36588.0,40096,42446,43432,46999
ENU2007150010,32033,31924.0,33456,35493,37285,39068
ENU2007350010,30877,31516.0,32595,32927,32881,34469
ENU2007550010,34892,36923.0,38555,40985,43261,45456
ENU2007750010,34353,37206.0,40798,41474,44295,45394
ENU2007950010,36912,38028.0,39491,42082,44108,45894
ENU2008150010,40159,41689.0,42610,43996,45896,48287
ENU2008350010,32676,32370.0,32341,35771,38176,39894
ENU2008550010,32927,33339.0,34115,37009,38782,40918
ENU2008750010,36023,36098.0,37269,40321,42961,44660
ENU2008950010,29000,29800.0,30282,29196,30077,32947
ENU2009150010,55124,56783.0,58612,63768,66835,69176
ENU2009350010,36558,35890.0,38068,41423,42728,44780
ENU2009550010,33630,35112.0,35732,47570,42565,42289
ENU2009750010,33313,28964.0,30979,34092,33437,34684
ENU2009950010,35243,36647.0,37658,39084,40830,43718
ENU2010150010,38381,38744.0,39836,40993,41823,42444
ENU2010350010,44452,45394.0,47005,49643,51333,53656
ENU2010550010,31094,33307.0,33904,42975,42222,45039
ENU2010750010,45261,42954.0,44655,52382,46066,47049
ENU2010950010,31291,32030.0,34324,36504,38367,39816
ENU2011150010,33581,35509.0,36370,40389,40942,44126
ENU2011350010,42553,44576.0,48564,49490,51040,54567
ENU2011550010,36362,31968.0,31978,34477,35192,37294
ENU2011750010,35179,37038.0,38253,40186,42594,45157
ENU2011950010,37019,41424.0,42926,44803,45525,48237
ENU2012150010,36979,37729.0,38883,41741,43699,47775
ENU2012350010,34796,34826.0,35907,38642,40471,43473
ENU2012550010,34988,36454.0,36394,38504,40470,43877
ENU2012750010,29323,30513.0,32057,35524,34905,36976
ENU2012950010,35426,35165.0,36156,37241,39387,40029
ENU2013150010,35864,38333.0,38031,41167,43076,48338
ENU2013350010,34702,36163.0,37525,38984,40380,42528
ENU2013550010,35917,37186.0,38137,39652,43314,46083
ENU2013750010,35609,36959.0,38289,40637,40533,43322
ENU2013950010,27612,28289.0,29718,31875,33572,34244
ENU2014150010,29987,33213.0,35065,36019,37764,40275
ENU2014350010,28823,30401.0,30849,32355,34716,36513
ENU2014550010,34868,36322.0,38051,42064,41725,45595
ENU2014750010,35009,35443.0,37381,38415,38769,41205
ENU2014950010,39487,40432.0,40172,42126,44147,47279
ENU2015150010,37643,39291.0,40540,41625,43851,46474
ENU2015350010,33444,33967.0,35599,36880,42283,43476
ENU2015550010,36844,37786.0,38656,41308,42596,45406
ENU2015750010,28918,29649.0,30491,32005,34072,36645
ENU2015950010,37273,39614.0,41634,39799,39929,41783
ENU2016150010,37430,38508.0,39893,43642,44936,47543
ENU2016350010,32819,34244.0,33884,36480,37498,40581
ENU2016550010,32367,33825.0,34599,34947,35901,39051
ENU2016750010,33413,33867.0,35135,35908,38784,40991
ENU2016950010,37999,39130.0,39811,43056,44930,47818
ENU2017150010,36850,38298.0,40155,44404,44505,48598
ENU2017350010,46393,47764.0,48925,51739,52679,56240
ENU2017550010,38347,40949.0,42842,49120,50989,54997
ENU2017750010,44208,46140.0,46480,49777,51644,54424
ENU2017950010,37072,37464.0,38679,40780,42528,45283
ENU2018150010,33641,35825.0,35422,35729,38485,40580
ENU2018350010,29467,30733.0,31512,33630,35353,39633
ENU2018550010,31026,32277.0,33128,34859,36441,38599
ENU2018750010,36731,39962.0,43252,44548,48569,49142
ENU2018950010,35056,36099.0,39149,44645,45662,48540
ENU2019150010,34233,35152.0,36561,38138,39147,41300
ENU2019350010,36081,36140.0,37278,39533,41720,45009
ENU2019550010,34153,34792.0,34517,36119,39901,41603
ENU2019750010,31821,33174.0,33156,33822,35156,37777
ENU2019950010,31409,32451.0,33288,35171,34796,36907
ENU2020150010,27378,28586.0,30109,32685,33644,35910
ENU2020350010,37061,42891.0,46158,44106,43111,44753
ENU2020550010,38252,35848.0,36982,38042,39772,42982
ENU2020750010,26624,27919.0,28189,30549,32424,34016
ENU2020950010,51667,53444.0,55514,57124,58180,61064
ENU2100150010,31140,32590.0,33068,35271,36169,38365
ENU2100350010,34037,35828.0,37422,39899,40837,42311
ENU2100550010,35871,37266.0,38984,40182,41566,44309
ENU2100750010,48620,46192.0,48397,48667,40260,39686
